"BAD","LOAN","MORTDUE","VALUE","REASON","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC","_WARN_","I_BAD","U_BAD","P_BAD1","P_BAD0","EM_EVENTPROBABILITY","EM_PROBABILITY","EM_CLASSIFICATION"
"           0","        9700","        5801","       58305","HomeImp","Other","           8","           2","           1","352.96666667","           1","          22","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9700","       59100","       74986","HomeImp","Office","          14","           0","           0","244.53333333","           1","          32","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","        9700","       53000","       56000","DebtCon","Office","           2","           0","           0","75.033333333","           5","          18","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           1","        9700","       73085","       92000","DebtCon","Other","           8","           0","           3","       173.5","           0","          34","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9700","       39141","       48905","DebtCon","Other","          13","           0","           0"," 89.83593974","           0","          11","  32.4314097","","0","           0","0.0806179233","0.9193820767","0.0806179233","0.9193820767","0"
"           0","        9700","       44652","       63232","DebtCon","Other","           9","           0","           0","102.16551363","           0","          22","37.034875874","","0","           0","0.0970044164","0.9029955836","0.0970044164","0.9029955836","0"
"           0","        9700","       59633","       70398","HomeImp","Other","           4","           0","           0","239.03820584","           1","          16","38.867248989","","0","           0"," 0.097200613"," 0.902799387"," 0.097200613"," 0.902799387","0"
"           0","        9700","59876.767611","       74374","DebtCon","Office","           5","           0","           0","106.58945227","           2","          15","26.896012771","","0","           0","0.0555674669","0.9444325331","0.0555674669","0.9444325331","0"
"           0","        9700","        8852","       60599","HomeImp","Other","           7","           2","           1"," 359.1044913","           1","          21"," 16.87198276","","0","           0","0.0720988368","0.9279011632","0.0720988368","0.9279011632","0"
"           1","        9700","       32660","       54536","DebtCon","Office","           0","           0","           0"," 156.4821057","           0","          13"," 67.32490355","","0","           0","0.4540569392","0.5459430608","0.4540569392","0.5459430608","0"
"           0","        9700","           .","       54385","HomeImp","Other","          10","           0","           0","314.73283271","           1","          13","34.170403536","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9700","       77394","       86917","DebtCon","Office","11.456042712","           0","           1","81.461400461","           0","           9","27.705856544","","0","           0","0.0806783624","0.9193216376","0.0806783624","0.9193216376","0"
"           1","        9700","       47000","       82000","HomeImp","Other","           .","           1","           2","96.633333333","           .","           8","           .","M","0","           0","0.1061499579","0.8938500421","0.1061499579","0.8938500421","0"
"           0","        9800","       54564","37592.438458","DebtCon","Mgr","8.6568421026","           0","           0","124.02162504","           0","          19","32.565686372","","0","           0","0.0529157988","0.9470842012","0.0529157988","0.9470842012","0"
"           0","        9800","       15021","       31900","DebtCon","Other","           6","           0","           0","276.73420174","           0","          11","22.291249185","","0","           0","0.0277581777","0.9722418223","0.0277581777","0.9722418223","0"
"           0","        9800","      136154","      203815","DebtCon","ProfExe","           1","           0","           0","70.853327642","           2","          23","  35.8789883","","0","           0","0.1073178655","0.8926821345","0.1073178655","0.8926821345","0"
